Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,FL,2018,12,Male,17,Right-Handed,184,28,1888,1,Car,8,0.336,31,Soccer,433,505,599,750,467,467,28,Same length,103,120,Ring finger,January,Winter,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,7,9,4,Yes - broadband connection,In person,40,50,20,2,10,10,20,16,10,2,28,1,12,3,Very little,Graduate degree,Rock and roll,Freeze time,Rich,Relative,Health
USA,PA,2018,12,Female,17,Right-Handed,160,20,150,1,Car,20,0.307,40,Baseball/Softball,460,549,374,873,395,395,21,Same length,100,87,Index finger,January,Fall,No,No,Fruit,Water,Physical education,5,5,4,Yes - other,Text messaging,300,350,5,1,20,20,9,0,10,10,1,5,15,7,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Friend,International aid
USA,TX,2018,12,Male,18,Right-Handed,172,29,182,2,Car,10,0.977,69,Football (American),1000,1000,700,500,500,900,29,Same length,90,70,Index finger,August,Winter,No,No,Meat,Water,Science,6,8,2,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",20,20,24,10,5,10,15,0,24,15,24,0,0,0,Very little,Some college,Rap/Hip hop,Fly,Rich,Sports person,Health
USA,IL,2018,12,Female,17,Right-Handed,165.1,22,52,3,Car,10,30,20,Dancing,200,900,500,700,800,1000,22,Same length,5.8,5.5,Index finger,December,Spring,No,Yes,Pizza/Pasta,Energy drink,Mathematics and statistics,9,12,3,Yes - other,Internet chat or instant messaging,800,1000,7,15,2,4,2,6,14,8,15,5,25,1,Some,Other,Pop,Freeze time,Happy,Friend,Health
USA,CA,2018,12,Male,16,Right-Handed,172,26,172,2,Car,10,0.311,24,Table Tennis,722,711,898,733,1000,1000,26,Same length,88.9,76.2,Index finger,December,Winter,Yes,No,Seafood,Water,Computers and technology,9,8,4,Yes - broadband connection,Internet chat or instant messaging,5,5,10,0.1,7,1,5,14,7,5,50,1,0,1,Some,Graduate degree,Pop,Freeze time,Happy,Coach or club leader,Health
USA,NJ,2018,12,Female,17,Right-Handed,160,NA,NA,2,Car,10,0.766,NA,Swimming,NA,NA,1000,1000,NA,NA,NA,NA,NA,NA,NA,November,Fall,Yes,No,Rice/Noodle dishes,Soft drink (caffeinated),Languages,6,8,3,Yes - broadband connection,Text messaging,6,5,4,2,3,1,0,2,2,2,5,5,30,1,A lot,Undergraduate degree,Other,Fly,Happy,Religious figure,Health
USA,CA,2018,12,Female,17,Right-Handed,157,19,135,1,Car,20,0.48,107,Running/Jogging,1000,1000,1000,337,139,176,19,Same length,60,50,Index finger,November,Winter,No,No,Seafood,Water,English,8,8,3,Yes - broadband connection,In person,50,100,16,2,10,16,10,0,0,2,4,4,10,4,A lot,Undergraduate degree,Pop,Invisibility,Happy,Relative,Health
USA,NC,2018,12,Female,17,Right-Handed,160,23,160,2,Car,10,0.412,53,Other,824,856,743,893,1000,1000,23,Same length,72,70,Index finger,September,Fall,No,No,Pizza/Pasta,Coffee,English,5,9,3,Yes - broadband connection,Text messaging,75,80,10,1,25,7,2,0,4,4,20,0,15,5,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,International aid
USA,TX,2018,12,Female,17,Right-Handed,157.5,25,168,1,Car,2,NA,0.701,Soccer,900,900,800,850,600,1000,23,Right foot,75,80,Ring finger,September,Fall,Yes,No,Rice/Noodle dishes,Tea,Mathematics and statistics,8,10,3,Yes - broadband connection,Cell phone,30,39,3,1,2,4,10,0,1,4,0,7,5,3,A lot,Graduate degree,Country,Freeze time,Happy,Relative,"Wildlife, animals"
USA,FL,2018,12,Male,17,Right-Handed,185,27,185,1,Car,20,0.804,52,Other,500,250,900,900,800,600,27,Same length,80,85,Ring finger,November,Spring,Yes,No,Meat,Water,Mathematics and statistics,7,10,2,Yes - broadband connection,In person,30,40,48,1,6,1,10,10,20,20,1,5,20,6,Some,Some college,Rap/Hip hop,Fly,Happy,Relative,Other
USA,TX,2018,12,Female,17,Right-Handed,157,23.5,158,1,Car,15,0.557,42,Soccer,882,631,1000,503,1000,1000,23,Right foot,70,72,Ring finger,August,Spring,No,No,Poultry,Water,Science,6.5,9,6,Yes - broadband connection,Text messaging,50,60,30,2,6,50,12,0,50,42,20,25,0,10,Some,Graduate degree,Country,Invisibility,Happy,Relative,Health
USA,WI,2018,12,Female,17,Right-Handed,170,25,70,1,Car,20,0.674,40,Bowling,NA,NA,NA,NA,NA,NA,NA,Same length,56,50,NA,May,Fall,No,No,No favorite,Tea,English,8,10,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",200,50,20,70,3,30,0,70,70,50,50,10,40,0,Very little,Graduate degree,Country,Telepathy,Happy,Relative,Health
USA,CA,2018,12,Male,17,Right-Handed,183,25,188,2,Car,10,0.305,47,Swimming,800,200,100,100,900,1000,25,Same length,7.8,8,Ring finger,August,Summer,Yes,No,Meat,Water,Mathematics and statistics,8,10,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",2,5,4,0,10,3,20,3,5,6,8,2,0,1,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Doctor or nurse,Education/Youth development
USA,WI,2018,12,Female,17,Right-Handed,168,14,169,2,Car,17,0.394,53,Basketball,824,529,134,154,925,879,14,Same length,70,68,Index finger,October,Summer,Yes,No,Pizza/Pasta,Water,English,7.5,12,4,Yes - other,Text messaging,20,35,15,1,4,10,5,1,5,3,8,5,15,3,Some,Undergraduate degree,Jazz,Fly,Happy,Relative,Health
USA,FL,2018,12,Female,17,Right-Handed,63,9.25,59,1,Car,15,0.972,57,Athletics,866,952,513,513,1000,1000,9.25,Same length,7,6.5,Index finger,December,Winter,Yes,No,Desserts,Coffee,Other,6,8,3,Yes - other,Cell phone,50,70,10,15,15,2,1,0,5,8,8,0,30,2,A lot,Graduate degree,Pop,Telepathy,Rich,Actor,Health
USA,WI,2018,12,Male,17,Right-Handed,173,NA,174,1,Car,10,0.084,30,Football (American),500,500,500,500,1000,1000,NA,Same length,81,82,Ring finger,May,Summer,No,No,Meat,Sports drink,History,5,6,3,Yes - broadband connection,Text messaging,200,300,10,3,5,10,1,5,7,5,5,2,20,2,Some,Undergraduate degree,Rock and roll,Freeze time,Happy,Politician,Religious
USA,FL,2018,12,Male,17,Right-Handed,186,27,152,2,Car,35,0.693,48,Other,850,900,800,950,600,700,28,Left foot,8,7.5,Index finger,April,Winter,No,No,Rice/Noodle dishes,Water,Science,8,8,4,Yes - broadband connection,In person,4,50,6,0.5,2,1,1.5,6,2,2,10,1,2,0.5,Very little,Graduate degree,Pop,Freeze time,Rich,Actor,Environment
USA,PA,2018,12,Male,17,Right-Handed,178,26,193,1,Car,10,0.37,47,Other,700,700,100,500,100,100,26,Same length,65,75,Ring finger,September,Winter,Yes,No,Rice/Noodle dishes,Water,Science,8,6,3,Yes - other,Text messaging,50,50,14,1,8,4,13,1,14,2,14,8,0,8,A lot,Some college,Rap/Hip hop,Invisibility,Happy,Relative,Environment
USA,NC,2018,12,Male,17,Right-Handed,177.8,22.86,172.7,1,Car,7,0.35,33,Running/Jogging,679,791,1000,1000,807,824,25.4,Left foot,152.4,152.4,Same length,October,Winter,No,No,Meat,Water,History,5,6,4,Yes - broadband connection,Text messaging,50,50,7,1,7,4,10,6,1,2,5,1,20,2,Some,Graduate degree,Other,Freeze time,Happy,Coach or club leader,Environment
USA,KS,2018,12,Male,17,Right-Handed,185,27,179,1,Car,20,0.223,39,Baseball/Softball,900,800,1000,900,1000,1000,26,Right foot,90,93,Ring finger,December,Summer,No,No,Meat,Water,Computers and technology,7,6,5,Yes - other,Text messaging,50,50,20,26,6,10,15,24,30,31,30,20,0,3,Some,Graduate degree,Country,Super strength,Rich,Sports person,Health
USA,GA,2018,12,Male,17,Right-Handed,172.7,28,NA,1,Car,7,0.306,39,Football (American),706,433,524,444,1000,888,28,Same length,84,90,Ring finger,July,Fall,No,No,Meat,Water,Other,4,12,3,Yes - broadband connection,Text messaging,416,1586,10,4,3,1,0,25,20,150,150,1,43,1,A lot,Undergraduate degree,Rap/Hip hop,Invisibility,Happy,Musician or singer,Education/Youth development
USA,ID,2018,12,Female,23,Right-Handed,155,23,155,1,Walk,18,0.348,47,Swimming,845,701,861,818,963,920,23,Same length,102,98,Index finger,March,Summer,No,No,Fruit,Water,Art,5,10,3,Yes - other,Text messaging,8,15,4,2,15,1,2,0,3,2,10,3,0,2,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Religious
USA,NH,2018,12,Female,18,Right-Handed,168,20,167,1,Car,10,0.544,28,Baseball/Softball,695,695,695,583,695,999,22,Left foot,70,72,Ring finger,April,Fall,Yes,No,Meat,Water,Mathematics and statistics,7,10,5,Yes - other,Text messaging,150,150,8,0,20,5,8,0,15,5,5,2,0,2,A lot,Graduate degree,Pop,Fly,Happy,Sports person,Health
USA,WI,2018,12,Male,18,Ambidextrous,174.5,NA,183,1.5,Other,15,1,3,Basketball,NA,NA,NA,NA,NA,NA,NA,NA,94,110,Ring finger,August,Fall,No,No,No favorite,Water,Science,6,8.5,6,Yes - dial-up connection,In person,11,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,NY,2018,12,Male,17,Right-Handed,182,28,186,2,Rail (Train/Tram/Subway),45,0.326,35,Other,500,500,500,500,500,500,28,Right foot,115,117,Ring finger,July,Winter,No,No,Meat,Water,Mathematics and statistics,7,9,3,Yes - broadband connection,In person,5,NA,5,0,2,3,2,10,1,1,10,0,0,2,Very little,Graduate degree,Gospel,Fly,Healthy,Business person,Health
USA,TN,2018,12,Female,17,Right-Handed,160,22,60,1,Car,25,0.777,40,Other,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,CA,2018,12,Female,17,Right-Handed,170.2,24,174,1,Car,30,0.47,30,Basketball,1000,1000,1000,1000,50,700,24,Same length,50,51,Ring finger,August,Summer,Yes,No,Seafood,Soft drink (caffeinated),Mathematics and statistics,6,10,6,Yes - other,"Myspace, Facebook, other social networking sites, or blog",100,75,20,40,40,5,20,2,20,20,20,5,0,2,Some,Undergraduate degree,Rap/Hip hop,Fly,Famous,Relative,"Wildlife, animals"
USA,FL,2018,12,Male,17,Right-Handed,168,24,141,2,Car,15,0.421,37,None,110,700,100,100,200,1000,24,Same length,90,85,Ring finger,February,Summer,No,No,Pizza/Pasta,Water,Science,7,10,4,Yes - broadband connection,Text messaging,6,7,100,2,50,160,2,0,160,100,160,5,0,0,Some,Graduate degree,Pop,Freeze time,Rich,Doctor or nurse,Health
USA,FL,2018,12,Female,17,Right-Handed,156,36,155,2,Car,3,0.457,35,Running/Jogging,500,600,700,800,900,1000,36,Same length,9,11,Ring finger,October,Winter,No,No,Poultry,Water,English,4,12,4,Yes - broadband connection,Text messaging,45,60,6,6,6,6,6,6,6,6,6,6,6,6,A lot,Other,Rap/Hip hop,Freeze time,Rich,Musician or singer,Education/Youth development
USA,IL,2018,12,Male,17,Ambidextrous,186,27,193,1,Car,6,0.336,60,Baseball/Softball,1000,950,900,750,700,800,27,Same length,90,80,Index finger,April,Fall,No,No,No favorite,Water,Languages,7,8,3,Yes - broadband connection,In person,320,350,24,1,5,64,7,11,20,40,45,30,0,5,Some,Graduate degree,Other,Freeze time,Happy,Other,"Arts, culture, sports"
USA,MO,2018,12,Male,18,Right-Handed,177,25,177,1,Car,20,0.418,52,Athletics,123,668,342,273,497,797,24.5,Right foot,102,108,Ring finger,September,Spring,No,No,Seafood,Coffee,Art,7,10,5,Yes - broadband connection,In person,6,9,8,1,3,2,8,20,0,1,36,0,0,0,Very little,Graduate degree,Rock and roll,Telepathy,Rich,Relative,"Wildlife, animals"
USA,CA,2018,12,Female,18,Right-Handed,158,25,160,2,Car,20,0.398,30,Walking/Hiking,930,930,930,733,257,797,25,Same length,70,75,Ring finger,August,Fall,No,No,Rice/Noodle dishes,Soft drink (caffeinated),History,6,9,4,Yes - broadband connection,In person,NA,NA,5,1,25,3,0,7,49,8,70,0,0,1,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Community leader or elder,Other
USA,OH,2018,12,Female,17,Right-Handed,162.5,24,175,1,Car,7,0.75,1.2,Other,400,400,500,500,500,700,23,Right foot,75,65,Index finger,January,Fall,No,No,Pizza/Pasta,Soft drink (caffeinated),Mathematics and statistics,6,6,5,Yes - dial-up connection,Text messaging,100,120,15,5,5,7,6,0,12,12,2,3,0,10,A lot,Some college,Country,Fly,Happy,Sports person,Religious
USA,NC,2018,12,Female,18,Ambidextrous,173.7,9.5,173,2,Car,40,0.361,39,Hockey (Field),1000,1000,1000,1000,500,500,10,Left foot,80,78,Ring finger,August,Fall,Yes,Yes,Salads,Water,Science,9,9,5,Yes - broadband connection,Text messaging,1,34,50,1,10,40,10,5,5,5,5,5,0,0,A lot,Graduate degree,Rock and roll,Fly,Healthy,Other,"Wildlife, animals"
USA,TX,2018,12,Female,18,Right-Handed,157.4,NA,NA,1,Car,15,0.417,119,None,0,0,0,0,0,0,7,Left foot,4,6,Ring finger,August,Summer,Yes,No,Pizza/Pasta,Soft drink (non-caffeinated),English,5,7,3,Yes - broadband connection,Text messaging,200,300,8,0,1,6,0,0,24,8,4,2,7,2,A lot,Graduate degree,Country,Invisibility,Healthy,Relative,Health
USA,TX,2018,12,Male,17,Right-Handed,177,27.5,177,1,Car,7,6.7,52,Golf,1000,500,1000,1000,500,1000,27.2,Right foot,1000,780,Same length,July,Spring,No,No,Pizza/Pasta,Tea,Physical education,9.5,8,5,No internet connection,Text messaging,500,259,4,0,1,3,8,5,7,8,0,2,15,2,A lot,Graduate degree,Country,Freeze time,Happy,Religious figure,"Wildlife, animals"
USA,MA,2018,12,Female,17,Right-Handed,163,24,131,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,AZ,2018,12,Male,17,Left-Handed,67,27,33,1,Walk,15,1.118,58,None,500,500,650,650,700,800,27,Same length,15,15,Same length,March,Winter,Yes,No,Desserts,Water,Music,7,8,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",15,100,30,3,25,42,10,0,10,5,42,20,10,5,A lot,Graduate degree,Other,Telepathy,Happy,Other,Health
USA,AZ,2018,12,Female,17,Right-Handed,167,24,168,2,Car,10,0.386,41,Basketball,1000,1000,1000,1000,0,0,24,Same length,80,85,Ring finger,February,Winter,Yes,No,Seafood,Soft drink (caffeinated),Music,6,9,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",300,500,30,4,0,10,10,1,1,3,10,4,0,1,Some,Graduate degree,Heavy metal,Fly,Happy,Musician or singer,Health
USA,NE,2018,12,Female,16,Right-Handed,NA,NA,NA,1,Car,20,0.459,43,Athletics,800,810,800,790,890,910,NA,NA,NA,NA,NA,November,Winter,No,No,Desserts,Milk,Mathematics and statistics,5,8,3,Yes - broadband connection,Text messaging,60,140,3,2,16,3,7,1,4,3,7,8,0,2,A lot,Less than high school,Other,Telepathy,Happy,Relative,Health
USA,CA,2018,12,Female,18,Right-Handed,160,20,150,1,Car,7,0.363,45,Soccer,500,800,600,900,600,500,20,NA,70,60,Index finger,June,Fall,Yes,No,Rice/Noodle dishes,Water,Art,9,13,4,Yes - other,Text messaging,478,745,45,40,15,30,16,26,30,50,50,13,10,2,Very little,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Friend,"Arts, culture, sports"
USA,TN,2018,12,Male,18,Right-Handed,170,26.5,172,1,Car,25,0.436,58,Swimming,500,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,CA,2018,12,Male,16,Right-Handed,164,23,167,2,Walk,50,0.387,54.66,Soccer,1000,700,1000,800,600,600,25,Left foot,82,83,Ring finger,November,Winter,Yes,No,Meat,Water,Computers and technology,6,9,3,Yes - broadband connection,In person,20,40,4,1,18,8,6,0,3,2,8,0,0,14,Some,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Teacher,Environment
USA,NC,2018,12,Female,17,Right-Handed,167.6,14,21,2,Other,10,0.394,46,Soccer,10000,10000,10000,10000,19,10000,13,Right foot,5,5,Same length,July,Spring,Yes,No,Seafood,Juice,English,4,14,1,Yes - broadband connection,Text messaging,100,300,2,5,0,11,13,3,4,55,11,11,31,1,A lot,High school,Rap/Hip hop,NA,NA,NA,International aid
USA,PA,2018,12,Male,18,Right-Handed,170,30,70,1,Car,20,0.72,4.2,Basketball,700,600,400,700,900,1000,30,Right foot,30,30,Same length,September,Summer,No,No,No favorite,Water,History,7,10,4,Yes - broadband connection,Text messaging,20,30,20,2,6,10,12,1,8,8,8,2,0,6,Some,Some college,Rap/Hip hop,Freeze time,Happy,Sports person,Education/Youth development
USA,ID,2018,12,Male,23,Right-Handed,660,22,660,2,Car,30,0.456,49,Walking/Hiking,300,230,670,745,923,924,22,Same length,23,23,Same length,January,Spring,No,No,Pizza/Pasta,Water,Science,6,9,2,Yes - broadband connection,Cell phone,20,16,6,1,30,6,10,0,25,1,55,0,25,5,Some,Graduate degree,Reggae,Super strength,Happy,Relative,International aid
USA,UT,2018,12,Male,17,Left-Handed,165,21,168,1,Car,20,0.418,48,Hockey (Ice),400,700,800,750,200,200,21,Same length,75,65,Index finger,March,Summer,Yes,No,Meat,Soft drink (caffeinated),Computers and technology,7,11,6,Yes - other,Text messaging,56,20,2,0,0,1,0,1,8,0,8,0,25,0,Very little,Some college,Pop,Super strength,Famous,Religious figure,International aid
USA,NE,2018,12,Male,18,Left-Handed,NA,NA,NA,1,NA,4,0.382,77,Running/Jogging,0,5,4,0,1000,1000,NA,NA,NA,NA,Index finger,September,Winter,Yes,No,Rice/Noodle dishes,Milk,Science,5,11,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",0,0,10,0,6,3,6,2,3,2,2,3,21,0,Some,Some college,Reggae,Freeze time,Rich,Doctor or nurse,Health
USA,OH,2018,12,Female,17,Right-Handed,160,22,65,1,Car,9,0.409,40,Running/Jogging,400,850,220,220,920,920,22,Same length,66,73,Ring finger,June,Fall,No,No,Pizza/Pasta,Water,English,7,8.5,4,Yes - broadband connection,In person,10,10,3,0,10,5,12,0,9,2,14,2,10,3,A lot,Graduate degree,Pop,Telepathy,Happy,Relative,Education/Youth development
USA,TX,2018,12,Male,16,Left-Handed,183,28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,TX,2018,12,Female,17,Right-Handed,157,25,163,2,Car,15,0.322,40,Other,1000,1000,1000,1000,800,700,25,Same length,76.2,76.2,Same length,April,Fall,No,No,Meat,Tea,Music,7.5,8,4,Yes - broadband connection,Internet chat or instant messaging,12,6,1,0.5,1,96,0,0,24,0,0,0,0,5,Some,Undergraduate degree,Gospel,Fly,Healthy,Religious figure,Religious
USA,CA,2018,12,Male,17,Right-Handed,172,22,173,2,Car,5,0.276,36,Table Tennis,775,636,636,674,620,807,22,Same length,70,65,Index finger,December,Winter,No,No,No favorite,Water,Other,5,9,3,Yes - broadband connection,Text messaging,50,100,5,1,24,7,7,0,10,10,10,0,15,0,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Teacher,International aid
USA,MA,2018,12,Male,17,Left-Handed,185.4,28,190,1,Car,20,0.369,45,Athletics,701,406,193,193,824,829,27.5,Right foot,86,75,Index finger,July,Summer,Yes,No,Meat,Milk,Science,5,7,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",20,50,3,1,10,2,10,0,21,2,30,15,7,2,A lot,Graduate degree,Rock and roll,Fly,Rich,Actor,Education/Youth development
USA,ID,2018,12,Female,20,Right-Handed,160,24,155,1,Walk,10,0.343,34,Soccer,300,300,600,500,900,900,23,Right foot,67,66,Index finger,October,Fall,No,No,Poultry,Water,Physical education,8,9,6,Yes - other,In person,0,0,15,2,55,4,7,10,25,2,50,10,4,10,Some,Undergraduate degree,Country,Fly,Happy,Relative,"Arts, culture, sports"
USA,TX,2018,12,Male,18,Right-Handed,192,12.6,190,2,Car,15,0.98,44,Skateboarding/Rollerblading,1000,400,600,500,800,900,12.4,Right foot,21,20,Index finger,August,Summer,No,No,Salads,Coffee,Music,7,9,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",18,25,8,1,5,7,2,10,100,60,80,10,40,5,A lot,Graduate degree,Rap/Hip hop,Invisibility,Famous,Actor,Environment
USA,AZ,2018,12,Female,18,Ambidextrous,155,23,155,2,Walk,10,2.78,29,None,280,500,1000,800,820,928,22,Right foot,69,71,Ring finger,February,Summer,No,No,Meat,Milk,Social studies,4,7,2,Yes - dial-up connection,Internet chat or instant messaging,69,96,8,0.5,20,0,7.5,2,1,10,20,0,3,1,A lot,Graduate degree,Pop,Telepathy,Happy,Teacher,Education/Youth development
USA,WI,2018,12,Male,17,Right-Handed,181,NA,180,1,Car,5,0.332,40,Hockey (Ice),NA,NA,NA,NA,NA,NA,NA,NA,83,88,Ring finger,December,Summer,No,No,Meat,Water,Mathematics and statistics,7,9,2,Yes - broadband connection,Text messaging,50,50,10,0.5,5,2,6,0,8,8,25,6,10,8,Some,Undergraduate degree,Rap/Hip hop,NA,NA,NA,NA
USA,CA,2018,12,Male,17,Left-Handed,19,190.5,182.9,1,Car,15,0.588,34,Other,800,800,400,400,800,1100,26.67,Same length,8.35,8.3,Index finger,November,Fall,Yes,No,Rice/Noodle dishes,Soft drink (caffeinated),Other,8,12,3,Yes - broadband connection,Internet chat or instant messaging,20,20,10,0,2,1,2,1,1,1,4,0,0,0,Some,Graduate degree,Gospel,Freeze time,Happy,Friend,Other
USA,GA,2018,12,Male,17,Right-Handed,168,24,70,1,Car,6,0.324,31,Tennis,100,100,100,100,100,100,24,Same length,75,65,Index finger,June,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,8,3,Yes - other,Cell phone,1,1,0,0,20,32,1,94,0,0,11,0,0,7,Very little,Graduate degree,Pop,Freeze time,Famous,Relative,Environment
USA,TN,2018,12,Male,18,Right-Handed,173.7,25.4,NA,1,Car,5,0.338,44,Other,497,503,1000,1000,668,636,25.4,Same length,15,13,Ring finger,September,Summer,No,No,No favorite,Water,Music,8,23,4,Yes - broadband connection,Cell phone,3,15,8,1,1.5,9,25,0.5,2,0.25,1,17,0,8,None,High school,Other,Freeze time,Happy,Musician or singer,International aid
USA,GA,2018,12,Female,18,Right-Handed,173,25,155,1,Car,15,0.435,41,Basketball,652,492,487,497,321,1000,23,Right foot,70,65,Index finger,November,Summer,Yes,No,Salads,Water,Physical education,7,9,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",102,157,20,1,1,4,8,0,5,5,48,36,0,3,A lot,Graduate degree,Rap/Hip hop,Telepathy,Rich,Sports person,"Wildlife, animals"
USA,TX,2018,12,Male,17,Right-Handed,180,30,180,1,Car,15,0.354,40,Hockey (Ice),700,750,100,800,300,1000,30,Same length,75,80,Ring finger,May,Winter,No,No,Breads/Sandwiches,Water,History,6,9,NA,Yes - broadband connection,Internet chat or instant messaging,150,150,10,0.5,8,4,2,23,13,4,50,2,23,4,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Religious figure,International aid
USA,MA,2018,12,Female,17,Right-Handed,168,24,160,1,Car,6,0.594,44,Dancing,1000,1000,1000,1000,5,481,NA,Left foot,25,130,Index finger,July,Fall,Yes,No,Poultry,Sports drink,Mathematics and statistics,7,10,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",5,8,24,56,40,70,14,0,56,56,56,0,40,0,Some,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Relative,Health
USA,MA,2018,12,Female,17,Right-Handed,154.9,23.8,NA,2,Car,20,0.744,30,Other,500,700,700,500,300,900,23.8,Same length,30,30,Same length,January,Fall,Yes,No,NA,Water,Other,5,2,5,Yes - broadband connection,Text messaging,NA,NA,20,100,10,100,11,0,30,100,100,0,40,0,A lot,Graduate degree,Country,Invisibility,Happy,Relative,"Wildlife, animals"
USA,AK,2018,12,Female,16,Right-Handed,156,23,159.5,1,Bus,15,0.705,46,None,1000,898,900,400,200,800,23,Same length,75,68,Index finger,March,Spring,Yes,No,Rice/Noodle dishes,Juice,History,6,8,4,Yes - other,Text messaging,5,6,26,4,10,50,2,3,50,48,26,5,40,8,Some,Other,Rhythm and blues (R&B),Super strength,Healthy,Other,International aid
USA,CA,2018,12,Female,16,Right-Handed,130,23,140,2,Car,7,0.378,49,Swimming,909,914,620,364,257,262,24,Same length,75,73,Index finger,October,Winter,Yes,No,Rice/Noodle dishes,Tea,Mathematics and statistics,6,9,2,Yes - broadband connection,In person,5,28,29,3,28,17,0,2,5,1,15,5,0,3,A lot,Graduate degree,Other,Freeze time,Healthy,Relative,International aid
USA,ID,2018,12,Male,24,Right-Handed,180,20,160,3,Walk,15,1,15,Soccer,300,400,700,700,500,500,21,Right foot,40,36,Index finger,July,Spring,No,No,Fruit,Water,Languages,6,7,7,Yes - broadband connection,Internet chat or instant messaging,10,7,4,6,18,2,1,0,1,1,5,7,0,4,A lot,Graduate degree,Other,Fly,Happy,Relative,Religious
USA,OK,2018,12,Female,16,Right-Handed,155,22,153,2,Bus,10,0.8,42,Other,1000,1000,1000,1000,1000,1000,22,Same length,60,60,Same length,August,Winter,No,No,Rice/Noodle dishes,Water,Computers and technology,7,8,4,Yes - broadband connection,Text messaging,120,120,5,1,5,3,2,3,1,2,7,3,0,5,A lot,Graduate degree,Pop,Invisibility,Happy,Friend,Religious
USA,TX,2018,12,Male,18,Right-Handed,180,26,168,1,Car,7,0.31,42,Golf,0,200,400,500,400,600,25,Right foot,75,82,Ring finger,July,Winter,Yes,No,Meat,Energy drink,Science,6,4,3,Yes - broadband connection,Cell phone,13,15,0,1,0,5,6,0,4,0,0,2,75,0,Some,Undergraduate degree,Rap/Hip hop,Fly,Rich,Community leader or elder,Health
